id	Luminal	Basal	Basal A	Basal	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal A	Basal A	Basal B	Basal	Basal	Basal B	Basal B	Basal	Basal B	Basal A	Basal	Basal	Basal A	Basal	Luminal	Basal A
CD24	7.49768	7.9913	10.0517	10.9723	7.26898	7.64257	4.77979	6.7549	9.32467	10.1844	5.81928	5.18719	6.77442	8.93572	7.01786	7.79812	9.99197	6.32858	4.60512	4.06426	3.46898	7.96216	8.00983	9.83451	10.2799	10.8703	9.23862	8.00033	10.6381	10.5449	9.23862
CSDE1	9.37715	9.49319	10.8457	8.78599	10.2693	9.69036	9.62938	9.02336	9.47499	9.94336	9.52229	9.538	8.63538	10.0071	9.60417	9.3323	10.2714	9.63593	8.68698	8.62044	9.78159	11.1577	9.57539	9.51735	10.0553	8.67701	9.94336	9.34264	9.54362	8.93572	8.86881
HDLBP	9.73886	9.49797	9.80225	9.73239	10.1879	9.54809	9.37715	9.88806	9.44353	9.98067	9.37352	10.2871	9.36915	8.26015	9.46043	9.538	9.94336	9.60998	9.7463	9.67207	9.71112	9.99197	9.62938	9.17986	9.54362	9.75385	9.17753	10.0623	10.1705	9.49319	9.67784
THBS1	9.91797	10.1241	9.05774	7.37351	10.4947	10.8151	10.8466	7.0119	10.8756	10.2906	9.80225	10.9022	9.30741	7.73259	8.3401	9.62938	7.76278	10.6364	4.69964	4.58022	8.51465	8.84728	10.2777	10.5573	9.00659	7.45711	11.2211	11.2457	7.84592	7.67401	9.14728
NEAT1	8.64164	9.80225	7.97269	8.89635	8.90626	8.95535	9.0983	10.1377	9.1346	7.79914	9.1346	9.75385	8.50836	9.19089	9.62265	8.21198	7.90325	8.91385	8.86881	8.84182	10.0158	9.44353	9.98067	9.14178	9.58033	8.89039	10.1856	9.90836	10.2421	8.9273	7.8318
HNRNPK	9.34661	9.3611	9.67784	9.64732	9.80977	9.80225	9.81891	9.71873	9.86995	10.1932	9.46519	9.52229	9.94336	9.64732	9.55345	9.64221	9.81891	9.41051	9.69036	9.55345	9.59168	9.84451	9.39788	9.53257	9.68438	9.61551	9.55907	10.0104	9.54809	9.54809	9.55907
HNRNPU	9.92646	9.35459	9.62938	9.76705	9.92646	9.60998	9.80977	9.64732	9.83451	10.1507	9.5862	9.67207	9.67207	9.22226	9.78828	9.84451	9.59168	9.21923	9.85227	9.72471	9.45652	10.0173	9.41855	9.57539	9.65863	9.71873	9.75385	10.0509	9.64221	9.34661	9.76011
NUCKS1	10.2791	8.86881	9.41855	9.50765	9.03765	9.43014	9.60998	9.538	9.82724	9.62938	9.26124	10.0062	9.49797	9.61551	9.82724	8.80575	9.86158	8.9979	9.84451	9.71112	9.25798	8.72647	8.87741	8.96102	9.66482	9.42593	9.03215	9.95081	10.536	9.11176	9.98067
ATP1A1	8.83986	10.533	10.3063	9.32098	9.76011	9.95081	10.1818	8.78925	9.1217	9.85227	8.90789	9.15199	9.12708	9.89942	9.02544	9.39396	10.5249	9.19968	8.67208	8.62296	8.86712	10.394	10.6751	9.49797	10.2546	9.3574	10.8825	9.85227	9.53257	9.65264	9.3611
SLC7A5	7.01514	9.26739	8.90122	9.86995	8.11168	9.58033	9.1635	9.40687	10.1191	9.25798	9.84451	9.76705	8.72948	9.81891	8.95902	10.2609	9.18817	9.538	9.88806	9.80977	9.32467	9.85227	9.39396	9.71873	8.96102	9.99197	8.76711	10.5194	7.92621	8.8701	8.85553
RPSA	9.68438	9.2641	9.38236	10.399	9.02779	10.1287	9.59774	9.73886	9.80225	9.86995	9.77451	10.3214	9.73886	9.2844	8.71225	9.87999	9.21615	9.62265	9.77451	9.63593	10.0972	9.55907	9.3611	9.48367	9.29048	10.421	8.69091	9.89942	9.76011	9.78828	9.49319
PSAP	9.1346	9.78828	9.76705	9.41435	9.77451	8.61003	9.64732	10.2889	9.88806	9.45652	9.30438	9.02544	9.60417	9.4792	9.28066	9.54809	9.65264	9.23216	9.59168	9.52724	10.4359	10.0067	9.95081	9.70432	9.19089	9.45652	9.88806	9.86995	9.40207	10.3722	9.79557
RPL5	9.42209	9.2354	9.06629	9.44726	10.0658	10.3777	9.82724	9.16082	9.47036	9.5862	9.99197	10.4147	9.89942	9.98067	9.88806	9.56417	9.50765	9.3864	9.71873	9.49797	10.5487	10.1358	9.27022	9.15199	9.86995	9.3864	9.33949	10.1011	9.46043	9.538	9.88806
MGP	6.44262	12.4419	7.61393	8.42878	8.03624	7.25	0.409592	0.687364	7.06982	5.63611	5.37576	9.35459	6.85188	8.09942	1.54707	0.327163	9.80225	4.87322	6.90107	6.88045	4.31683	8.3941	12.5822	7.11578	9.42209	8.38721	6.05717	3.69473	6.42901	5.30197	9.15816
TFRC	10.1093	9.18555	9.54362	9.11934	9.54362	8.99593	9.21058	9.17105	9.78159	9.65863	9.3864	9.49319	9.87999	9.93477	8.64032	9.45204	10.0474	9.71112	9.2546	9.19968	8.72185	9.78828	9.24175	10.4868	9.51224	9.08494	9.60417	9.77451	10.1172	8.80906	8.42483
PLEC	8.69888	9.67784	10.0406	9.17753	8.91193	9.63593	10.5048	10.0886	10.1552	8.66044	9.1635	10.053	9.64732	10.2105	9.56977	10.4435	9.60998	10.1374	9.75385	9.78159	9.22226	8.61003	9.78828	9.54809	8.71051	9.2641	7.92812	9.76705	8.87208	9.26124	8.22967
KRT5	0.687364	10.9902	9.10382	10.7052	2.76271	9.17986	0.409592	3.57269	3.72831	1.60755	5.15409	6.1712	3.78581	7.58534	4.21969	10.8366	10.8366	2.48996	12.1358	11.9407	1.01147	6.77642	11.134	6.83492	10.1544	10.7634	10.2132	9.00461	1.77188	0.11716	9.27395
RPS8	9.56417	9.12708	9.0983	9.65264	9.86995	10.1919	9.56417	9.77451	9.26124	9.27707	9.89942	10.037	9.70432	9.2293	9.83451	9.35459	9.30438	9.44726	9.83451	9.69036	10.4998	9.4792	9.20536	9.05774	9.72471	9.59774	8.95144	9.91797	8.90789	9.3323	10.4351
XBP1	10.8743	7.90062	7.17327	8.22321	6.9124	7.21992	7.10031	7.43469	7.77394	7.25205	8.78109	8.02415	7.27113	7.4949	7.41448	7.73259	8.29152	8.28406	7.81714	7.7917	7.61741	6.97005	7.89008	7.00584	8.31787	8.21594	8.13705	7.0686	9.55345	9.7463	7.33711
RPL6	9.43888	9.13943	9.16082	9.61551	9.42209	9.86995	9.7463	9.12708	9.46519	9.48367	9.75385	9.59168	9.33949	9.36915	9.63593	9.80977	8.75207	9.00461	10.0758	9.88806	9.58033	9.4883	9.1635	9.37715	9.1635	9.53257	9.31789	9.59168	9.48367	9.70432	9.51735
ITGB1	8.18468	8.88325	10.0792	8.41902	10.1849	9.30741	10.5014	9.18555	10.6651	9.91797	9.50326	10.9048	10.3662	10.0815	9.3108	9.44726	10.4458	10.1712	8.63894	8.56654	10.6906	10.2756	8.90464	11.1534	8.64812	8.32926	9.59168	10.1993	9.71112	9.29755	8.9494
FLNB	7.97164	8.90291	9.04446	9.84451	9.55907	8.83224	10.6351	9.37715	9.05333	9.39788	8.64685	8.86155	8.93572	9.35063	8.09283	9.37715	8.67464	8.34478	8.59387	8.59026	7.92669	8.65917	8.97386	9.88806	8.53482	9.91797	9.06629	10.1966	9.15495	8.84182	8.53706
YBX1	8.94692	9.2844	9.12708	9.69036	10.3929	10.04	9.98067	9.89942	9.49319	10.17	9.73886	10.1785	10.0244	9.50765	9.84451	9.85227	9.97141	9.68438	9.99197	9.80225	10.4633	10.3439	9.34661	9.26739	10.0464	9.66482	9.51224	10.0713	8.63267	8.55508	10.1066
FTL	8.33928	8.77641	10.1829	10.6288	10.5428	9.30438	10.9086	10.7498	9.22604	10.798	10.1414	9.42209	10.5042	10.3141	9.12929	11.0338	10.0798	10.5145	8.85553	8.88829	11.2361	8.46381	8.84728	8.85771	7.93281	10.6759	8.17884	10.4507	8.21735	9.1217	8.17361
RPS11	9.3108	9.73239	9.54809	9.51224	10.6993	9.79557	9.46519	9.05774	9.36915	9.52724	9.71873	9.62265	9.44726	9.36525	8.79427	9.47036	8.98124	9.2293	9.71112	9.49319	9.66482	9.43888	9.79557	9.10912	9.43014	9.52229	9.53257	9.56417	8.69215	9.28765	9.80225
PDIA3	10.2938	9.50765	9.51735	10.2144	8.84521	9.65264	9.00031	9.62265	9.89942	9.86158	9.15199	9.09292	9.18817	9.2641	9.538	10.5154	9.43888	9.20806	10.0917	9.86158	9.16848	9.30145	9.5862	9.3574	9.1445	10.1437	9.538	10.149	9.32467	9.60998	9.00031
MT-ND3	9.96102	9.55907	9.14728	8.49961	8.81396	9.20806	9.30438	9.3864	8.99401	9.02336	8.72803	9.17753	9.32896	8.34667	8.71514	8.74878	9.32098	8.84182	9.39788	9.19684	10.0862	9.38236	9.60998	9.27022	9.00031	8.4617	8.93711	8.83986	9.44353	10.0935	10.2608
TPI1	8.69091	10.1572	10.2042	9.70432	10.0467	10.1787	9.49797	9.95081	9.21923	10.0241	9.33595	10.2115	9.54809	9.56417	8.54437	9.48367	9.49319	9.54362	9.80225	9.6973	9.63593	9.82724	10.3003	9.2641	8.22321	9.76705	9.89942	10.13	9.09548	8.51336	9.36525
RPL30	9.2641	9.89942	8.90789	9.51735	9.22604	9.7463	9.20536	8.60401	9.55345	9.19968	9.34264	9.40207	9.97141	9.86995	9.75385	8.9273	9.05539	9.30438	10.1309	9.89942	9.2354	9.64221	10.0328	8.91972	8.73822	9.50765	9.58033	9.98067	9.13191	9.0086	9.46043
ACTN4	8.86507	9.62265	10.0493	9.40687	9.78828	9.21615	10.4064	9.27707	10.1999	10.2666	9.02779	8.81216	9.79557	9.17465	9.73239	9.51735	9.98067	10.2602	9.24768	9.25798	9.52724	9.51224	9.7463	10.2224	9.82724	9.49319	10.1246	10.0604	8.38246	8.54073	8.79551
TMSB10	8.64812	8.63894	8.24876	9.75385	9.48367	10.2138	10.0614	9.51224	9.68438	9.21058	10.0844	9.81891	10.5145	8.9392	9.73886	9.80225	9.96102	10.0236	9.29048	9.23862	10.6031	9.1445	8.64812	9.73886	9.59774	9.80225	8.33755	9.82724	9.67784	9.08494	9.41855
PGK1	9.36525	9.30145	9.00659	9.18817	9.52229	9.91797	10.0528	9.65264	9.75385	9.0983	9.2844	9.0797	9.62938	9.02779	8.80734	8.9412	9.72471	9.48367	9.3323	9.28066	9.05774	9.56417	9.35063	9.49319	9.46519	9.21058	9.1346	10.2814	9.60417	8.51465	9.35063
RPL23	8.98124	9.27707	8.78759	9.19089	9.33949	9.56417	9.2641	8.70163	8.4022	8.99593	9.53257	9.18322	9.02544	9.1346	9.20806	8.97937	8.13639	8.7636	9.19684	9.08494	9.50326	9.14728	9.30438	9.00275	8.97581	9.21923	7.97445	9.73886	8.42483	8.48487	9.20806
RPL15	9.29755	9.07539	9.07539	9.55345	8.81881	9.62938	9.59168	9.16601	9.2546	9.14728	9.65863	9.80977	9.53257	9.13943	9.59168	9.16601	8.69091	9.28765	9.41051	9.30741	10.0226	9.24508	9.11934	9.02132	9.09023	9.60998	8.32478	9.27022	9.82724	9.69036	9.46519
MALAT1	9.67784	9.59168	7.97675	7.93329	9.20536	8.42383	8.08681	9.45652	8.98971	8.28797	8.06896	8.87208	9.28066	9.69036	8.81074	7.83573	8.85553	8.09217	8.7031	8.79551	9.41051	8.78599	9.71112	8.90122	9.39396	7.79456	10.1074	8.6521	9.64732	9.86995	9.19684
RPS27A	9.05333	9.47499	9.15816	9.96102	9.80225	10.0967	9.22226	9.69036	9.71873	9.21615	9.88806	10.1236	9.08494	9.39396	10.0286	9.61551	8.93711	9.14728	9.53257	9.39396	9.49319	9.33595	9.58033	9.35459	9.51735	9.78828	8.75056	9.71873	8.97769	9.29048	9.67207
DHCR24	10.0179	9.29354	9.43506	9.98067	9.1635	9.07124	8.33928	8.35458	8.52156	8.70781	8.33272	7.21441	8.61646	8.45383	7.67809	8.83374	10.6158	9.73886	9.10912	9.07773	6.61288	8.68815	9.37715	9.0872	9.78159	10.0145	8.41715	8.90626	9.26739	9.81891	9.76705
CCT5	8.98781	8.98971	9.93477	10.0104	10.1926	8.48894	9.68438	9.26739	10.1213	9.50326	9.60417	9.68438	9.56417	10.0895	9.41435	9.98067	10.3746	9.46043	9.28066	9.20806	8.71051	10.4369	9.0086	10.126	9.56977	9.86995	9.24508	8.97937	9.35459	8.85771	8.91972
VIM	0.708254	8.88483	4.49789	8.6948	11.1119	7.68756	10.902	10.2877	10.0582	8.19054	10.8442	10.6603	10.9172	6.04926	11.7212	1.75778	7.42781	11.6955	8.51812	8.52908	11.6468	9.59168	8.89039	6.45421	7.47687	8.65777	8.58806	8.4951	4.16725	4.36979	7.20385
RPL12	9.76011	9.05774	9.24175	9.02993	9.35063	9.87999	9.53257	9.41435	9.3611	9.32098	9.80977	9.80225	9.2293	9.67784	9.19684	9.51224	9.54362	9.10912	9.41435	9.32896	10.1809	9.70432	9.11176	9.09548	9.4792	9.06182	8.63894	10.165	9.06629	9.21615	9.72471
RAD21	9.538	9.55345	9.17105	9.59774	9.1346	9.49319	9.04193	9.59168	9.60417	9.17753	9.00659	9.50326	9.67784	9.6973	9.16848	9.4792	9.79557	9.47036	9.3108	9.25105	9.29048	9.60998	9.66482	9.04682	8.69888	9.538	9.97141	10.1484	9.27707	8.75873	9.2354
HSPA9	9.24508	9.34661	8.68954	9.39	9.60417	9.29048	9.13943	9.75385	9.17465	9.73886	9.45204	9.56417	9.88806	9.41435	9.0872	9.37352	8.44344	9.14968	9.73886	9.59774	9.77451	9.25105	9.3864	8.65777	9.14968	9.28066	8.78599	9.31396	9.43014	9.35459	8.92556
NQO1	9.54362	8.47637	10.9895	10.0473	8.63426	8.33272	8.70434	8.51928	8.62172	8.90122	8.86155	9.71112	9.81891	9.44726	8.61646	8.73822	9.19089	9.17986	8.08124	8.02552	10.4513	9.16848	8.50509	8.21361	9.27395	9.97141	9.81891	9.21615	9.37352	8.16608	7.4758
APLP2	8.88829	9.52229	9.83451	9.24768	9.37715	8.78109	10.2898	9.25105	9.1445	10.2165	8.67588	9.50765	9.75385	9.85227	7.90379	9.81891	9.71873	8.53706	8.35008	8.33518	7.73048	8.6379	9.65863	9.40207	9.71112	9.23862	10.2008	9.1346	10.0006	8.84521	9.21615
RPL23A	9.20806	9.29048	8.61003	9.18555	9.3108	9.57539	9.28066	8.77815	8.88483	9.3864	9.59168	9.10912	8.9412	9.19394	9.14728	8.90464	8.40516	8.6948	9.45204	9.32467	9.03473	9.23862	9.29354	9.05094	8.62798	9.25798	9.21058	9.39	8.52805	9.18322	9.27022
RPLP1	9.82724	9.65264	9.33949	9.19968	9.12929	9.90836	9.00659	8.83224	9.78828	9.67207	9.69036	10.4228	8.86155	9.12929	9.3323	9.18817	9.16082	8.97581	9.54809	9.42593	10.6671	9.12708	9.73239	9.41051	9.07124	9.21615	9.29048	10.0697	9.2641	9.19089	9.45652
RPS27	9.49319	9.19684	8.87741	9.81891	8.7636	9.50765	8.86507	9.21058	8.95144	9.2293	9.36915	9.62938	9.24768	8.89972	9.35459	8.73084	8.95356	8.46781	9.31789	9.19394	9.5862	8.98971	9.2134	8.67464	9.02132	9.65264	9.92646	9.70432	9.51224	8.97937	9.50326
RPS20	8.8594	9.90836	8.51705	9.94336	9.50326	9.29354	8.61885	8.8739	9.98067	9.19089	9.55907	10.0288	10.3303	9.55345	9.61551	8.93711	9.03215	9.32896	10.2441	9.94336	10.0028	9.12439	10.0262	9.29354	8.7719	9.83451	9.30145	9.49797	8.83058	8.78759	9.75385
GANAB	9.47036	9.44353	9.10706	9.2844	9.57539	9.64732	9.71873	9.58033	9.56977	10.0448	9.14968	9.44353	9.66482	9.64221	9.47036	9.2293	9.33595	9.64732	9.66482	9.62938	9.24768	9.78159	9.54809	9.1217	9.24768	9.36525	9.93477	9.58033	9.18817	9.89942	9.63593
HDGF	9.61551	8.79265	9.92646	9.54362	9.09292	9.39396	9.19394	9.30145	9.41051	9.4792	9.31396	9.37715	9.31396	9.73886	8.61382	9.3574	10.1638	9.04446	9.60998	9.56977	9.21923	9.67784	8.83058	9.55345	9.29755	9.54809	9.38236	9.75385	9.7463	8.97003	9.01105
ARF1	9.65863	8.9273	8.96794	9.0686	9.0797	9.81891	9.1217	9.25798	9.05987	8.74724	8.81728	9.32467	9.15495	9.00659	9.60998	9.1217	9.62265	8.58806	9.51735	9.45204	8.49597	9.93477	8.95356	9.3864	9.23216	9.12929	9.86158	9.60417	9.29354	9.50326	9.19089
SET	9.30145	8.90464	9.85227	9.32467	9.54809	9.2641	9.3611	9.54809	9.57539	9.96102	9.44353	9.09548	9.538	9.53257	9.12439	9.5862	9.53257	8.70037	9.32896	9.21923	8.87208	9.3864	8.89806	9.6973	9.27707	9.19968	9.02336	9.79557	9.2134	9.79557	9.2546
CALM2	9.58033	9.12439	9.46043	9.15816	9.51735	9.52229	10.1816	9.52724	9.71112	9.51224	9.2354	9.46043	8.94692	9.29048	9.69036	9.45652	9.60417	9.52724	8.98971	8.8739	9.41435	9.20536	9.1217	9.69036	9.56417	9.11731	9.26124	9.40687	9.45652	9.55345	9.01315
HNRNPC	9.3864	8.9412	9.27395	9.73886	9.43014	9.33949	9.56977	9.47499	9.46043	10.0476	9.45652	9.57539	9.45204	9.51735	9.20251	9.3611	9.36525	8.89446	9.56417	9.42209	9.36915	9.35063	8.92916	9.15816	9.30438	9.62265	9.20251	9.60998	9.49797	8.78925	9.49797
RPS12	9.60998	9.71112	8.70037	9.47036	9.18817	9.55907	8.97937	9.7463	9.37352	9.44726	9.78828	9.71873	9.71112	9.24768	9.32098	9.19684	8.73365	8.72948	9.26124	9.24175	9.94336	9.65863	9.92646	9.22226	9.78828	9.47499	9.59774	9.19968	9.04682	9.04682	9.70432
RPL11	9.33595	8.95902	9.11934	9.22604	9.75385	10.1482	9.52724	9.03215	9.19968	9.33949	9.64221	10.1302	9.80977	9.3108	9.92646	9.76011	9.40207	9.21615	9.56977	9.43888	10.1024	9.32467	9.01315	8.90291	9.70432	9.22604	8.60632	9.92646	8.82927	9.03473	9.50765
RPS7	9.03473	9.3574	9.65863	9.63593	9.4883	10.3694	9.2844	9.56977	9.2134	9.37715	9.72471	10.1916	9.05333	9.46043	9.52229	9.0983	8.60012	9.09023	9.42209	9.30438	9.44353	9.0983	9.41051	9.47036	9.67784	9.59168	8.15606	9.87999	9.23216	9.30145	9.31789
RPL13	9.40207	9.60998	9.69036	9.33949	9.41435	9.60417	9.16848	9.85227	9.48367	9.2641	9.68438	10.2693	9.30438	9.43888	8.73084	9.13943	9.15199	9.04682	9.43888	9.47036	9.53257	9.37715	9.77451	9.0735	9.65264	9.31396	8.67334	10.1921	8.59026	8.90626	9.14968
HNRNPH1	9.57539	9.09023	9.21923	9.92646	9.36915	9.39	9.47036	9.56417	9.79557	9.64732	9.23862	9.00275	9.32098	9.31789	9.90836	8.91765	9.10706	8.90464	9.28765	9.26124	9.51224	9.10382	9.10382	8.97581	9.2134	9.87999	9.84451	9.20536	9.58033	8.992	9.5862
RPN2	9.63593	9.62938	9.55907	9.13943	9.09548	9.06404	9.23862	8.27537	9.52724	9.61551	8.59889	9.19089	9.40207	9.15199	9.2293	9.15816	9.19684	9.11731	9.27395	9.21615	8.68815	9.58033	9.72471	8.77815	8.92556	9.16848	9.76011	9.37715	8.7031	9.66482	8.37233
TPM4	9.00659	8.12829	8.47534	9.35063	9.41855	9.55345	10.009	10.0572	9.91797	9.76011	9.55345	10.1332	9.78828	9.04193	9.86158	9.23862	9.40687	10.7159	9.00031	8.91193	10.6886	9.98067	8.09469	9.72471	9.55907	9.2844	9.14178	9.42209	8.91566	4.37263	9.65863
PRDX1	9.2293	9.0086	9.31396	9.538	9.30438	9.53257	9.09292	9.39788	9.01105	10.0831	8.86368	9.64221	9.39396	9.2134	8.89446	9.60417	9.71112	8.93358	9.5862	9.46519	9.87999	9.97141	9.03765	9.01721	9.17105	9.51224	9.3864	9.67207	9.16601	9.01934	9.09023
VCP	9.97141	8.72185	8.93711	9.21923	8.85771	8.79265	9.43888	9.2641	9.0686	9.37352	8.58385	8.79265	9.7463	8.93711	9.25105	9.49797	9.7463	8.96102	9.73239	9.64221	8.9392	8.9432	8.73954	9.33949	10.0592	9.24768	9.39396	8.78599	10.1066	8.71907	9.07773
DSTN	9.4792	9.15816	8.95144	9.02544	8.90291	9.27395	8.82375	7.89855	9.35459	8.88483	8.64164	9.16601	9.0735	8.85222	9.34264	8.82927	9.00031	9.76011	9.3864	9.26739	9.05987	9.55345	9.20251	9.50326	9.53257	8.97581	9.3108	9.07773	9.61551	8.98971	9.00461
SCGB2A2	3.67005	5.65175	0.317536	0.0297063	0.52642	3.36698	0.427949	0.0198042	0.11716	1.0795	0.409592	0.366348	0.409592	0	0.126787	0.0577623	0.1613	0.815403	0.0826478	0.0633937	1.12277	0.0577623	5.51772	0	1.50545	0	2.82645	0.0633937	11.7355	0.11716	0.122792
DDX17	9.80225	9.53257	9.01524	9.29354	8.58806	8.9273	8.46579	8.63894	9.52229	9.46043	8.59254	9.09023	9.14968	9.14178	9.33949	8.74553	9.39396	8.97769	9.32467	9.37715	9.02132	8.66343	9.61551	9.29048	9.37352	9.29354	9.18817	9.33949	9.75385	9.83451	9.21058
CCT3	9.45652	9.04446	9.2844	9.4883	8.87208	8.87982	9.14728	9.68438	9.12708	9.29354	9.04003	9.14728	9.46043	9.5862	8.931	9.16848	9.16601	8.71652	9.62265	9.54809	9.3611	9.62265	9.0872	9.02544	9.19968	9.46519	9.11731	9.538	9.76705	8.42878	9.35459
TAGLN2	8.13239	9.03765	9.45652	9.16848	8.76043	9.23216	9.35459	9.51735	9.64732	7.27283	9.13943	9.65863	9.43014	9.34661	9.85227	8.88829	10.5719	9.46519	10.4686	10.2412	8.87982	10.0585	9.07539	9.43014	9.64732	9.22226	8.93358	9.94336	9.66482	7.96216	9.15199
RPL9	8.97769	9.7463	8.88829	9.11176	9.27395	9.6973	9.23216	9.60417	9.3323	9.06404	9.98067	10.2243	9.50326	9.29354	9.40207	9.08233	8.52156	8.66044	9.64221	9.46043	9.41855	9.48367	9.80225	8.81728	9.11731	9.09548	8.38826	9.23216	9.01105	9.02779	9.43888
RPL32	9.05094	8.83374	9.25105	9.71112	9.67207	9.44726	9.38236	9.76705	8.95356	9.20536	9.66482	9.90836	9.84451	9.538	10.0306	9.31396	8.48894	9.08494	9.61551	9.47499	9.91797	9.61551	8.82061	8.86368	8.95535	9.73239	8.15662	9.11731	9.51735	9.32467	9.3108
S100A6	4.10616	9.88806	7.01786	8.79265	9.59774	9.02132	10.7913	9.81891	9.15199	8.56204	9.7463	9.12708	8.96323	9.59774	9.71112	8.81396	9.89942	9.14178	8.49225	8.46275	9.05333	9.49319	10.1212	9.93477	9.91797	8.80359	7.6796	9.21058	9.78828	8.56429	0.122792
TOP2A	8.54803	8.16377	9.48367	9.78828	9.20806	9.15816	9.80225	8.82375	8.54184	9.68438	9.15816	9.26124	9.13694	9.70432	9.51224	9.14178	8.82571	9.16601	9.31396	9.22226	9.0735	9.80977	8.12548	9.1635	9.04682	9.65863	9.10706	9.76011	11.1086	8.3284	9.32467
TKT	9.27395	8.86507	10.0908	10.5557	8.83862	9.30145	9.27022	9.31396	9.10088	10.4622	9.58033	10.0281	9.61551	9.10088	8.43683	8.9432	9.22604	9.40207	8.87208	8.90122	9.08233	8.78759	8.9432	8.59621	9.33595	10.6348	8.98315	9.11449	8.70916	9.33949	9.13694
PRKDC	8.88135	8.70602	9.09548	9.87999	9.36525	9.11176	8.73682	9.30741	9.77451	9.60998	9.21615	8.61003	10.2363	9.43014	9.0686	8.97769	9.3323	9.52229	10.1365	9.91797	9.50765	9.92646	8.68403	8.91385	8.92358	9.81891	9.52724	10.0771	9.06404	8.71514	9.64732
CTTN	9.32467	10.32	8.42878	9.39396	8.9392	8.76234	8.57661	8.24876	10.1587	8.16838	8.58167	8.96527	8.63677	8.76903	8.41321	8.89237	8.53956	8.46981	8.64032	8.70916	8.46981	8.76711	10.495	8.68403	9.07539	9.44726	8.34667	8.34667	8.70434	8.13887	8.69888
LASP1	9.04909	7.97791	9.44726	9.0086	9.21058	8.62927	10.1693	8.49124	8.69351	9.67784	8.38163	8.16015	8.43683	9.1445	9.10088	9.0686	8.86155	8.8701	7.39366	7.4992	7.89955	9.07124	8.0454	9.13694	8.5715	9.07539	8.74411	8.84923	7.48042	7.9757	7.83573
RPL37A	9.51735	9.42209	8.66472	9.2354	9.56977	9.68438	8.98781	9.43014	8.90464	8.96794	9.56977	9.64732	9.1346	8.64164	9.91797	8.93358	8.63267	8.87982	9.63593	9.50765	9.62265	9.42209	9.48367	8.71782	9.24508	9.3323	8.33928	9.68438	9.28066	8.90789	9.30438
CDH1	6.76393	8.992	9.63593	8.48056	6.66168	8.28885	3.69473	0.1613	8.8594	6.32025	2.01606	1.13842	3.58809	9.33949	2.86245	8.2817	10.0629	3.22239	8.72343	8.72647	3.03215	8.28797	9.05987	9.81891	7.9375	8.49124	9.02132	8.80575	9.50765	9.31396	7.76461
SLC38A1	9.71873	9.07124	8.38721	9.00031	9.01934	8.992	8.40957	8.05669	8.39101	8.91972	9.49797	7.69003	8.22446	8.65342	7.5043	8.84923	8.68815	8.89237	9.17465	9.13191	8.69613	8.04594	9.0797	8.6786	8.71225	8.92556	8.49025	8.99401	9.47499	9.86158	8.64164
RPS14	8.84521	9.21058	8.74102	9.56417	9.30741	9.41435	9.06182	9.2546	9.03473	8.89446	9.54362	9.73239	9.52229	9.49319	9.86995	9.01105	8.4022	9.05987	9.2354	9.2134	9.83451	9.0872	9.32467	8.58385	9.05987	9.69036	8.02242	9.29354	9.27395	9.41435	9.32098
SLC39A6	7.85132	8.69351	6.41131	7.54987	7.69396	8.19934	7.34935	7.03176	7.41887	8.09603	7.82676	8.45829	7.89798	6.79227	7.12191	7.18536	7.57729	8.28007	8.3284	8.3401	7.35673	8.91193	8.69888	8.02785	6.85013	7.48309	8.38351	7.6833	8.81728	8.03216	8.29369
MTATP6P1	9.54809	9.29755	9.28066	8.23134	8.26805	9.73886	9.19968	9.10088	9.13191	8.78925	8.8434	9.20806	9.26124	8.68954	9.32467	9.14968	9.50326	8.57276	9.22226	9.22604	9.27395	9.01315	9.47499	8.91566	8.84728	8.32478	8.49309	8.78759	9.70432	9.44353	9.71873
TMSB4X	7.30295	8.34274	7.65648	7.89051	9.98067	7.58299	10.5454	9.97141	9.76011	10.2421	8.69215	8.09603	10.1914	9.54809	9.79557	9.27022	10.269	10.1269	5.8982	5.84255	9.90836	8.78109	8.40888	9.39	9.95081	7.91539	7.39433	8.79697	8.60741	9.32098	9.12439
RPS19	9.20251	9.50326	9.1635	9.0797	9.39396	9.5862	9.26739	8.57906	9.21615	9.18817	9.35063	9.34661	9.33595	9.15495	8.52597	8.48894	8.77641	8.97386	9.54362	9.52229	9.14728	9.08233	9.65264	8.84923	9.5862	9.24175	8.83543	9.64732	8.40957	8.67992	9.37715
RPL41	9.06182	9.66482	8.7654	9.27395	8.85222	9.3323	8.69351	8.42685	8.96323	9.27395	9.36525	9.33595	9.2844	9.10382	9.06182	9.06182	8.5702	8.52908	9.57539	9.36525	9.12929	9.08494	9.6973	8.73084	8.59511	9.1217	8.02969	8.85066	8.83862	9.3108	9.3574
PTGES3	9.19089	9.85227	9.00275	9.3108	8.88325	9.05094	9.0086	8.78759	9.86158	9.16601	9.17753	9.0686	9.21615	9.17753	8.8701	9.2844	9.03473	8.60012	9.64732	9.48367	8.98315	9.46043	10.0102	9.15495	8.85771	9.20251	8.39503	9.2354	8.93711	9.1346	8.81571
